Tournament,Stage,Match Type,Team A,Team B,Team A Winrate vs B,Team A Recent H2H vs B,Team A H2H Count,Team A Recent H2H Count,Team A Winrate,Team A Elo,Team A International Elo,Team A LAN Winrate,Team B Winrate vs A,Team B Recent H2H vs A,Team B H2H Count,Team B Recent H2H Count,Team B Winrate,Team B Elo,Team B International Elo,Team B LAN Winrate,Team A K/D Ratio,Team B K/D Ratio,Team A Average Damage,Team B Average Damage,Team A Average Combat Score,Team B Average Combat Score,Team A Average First Kills,Team B Average First Kills,Team A Average First Deaths Per Round,Team B Average First Deaths Per Round,Team A Rating,Team B Rating,Team A KAST,Team B KAST,Team A Clutch Success,Team B Clutch Success,Is LAN,Same Region,Team A Roster Stability,Team B Roster Stability,Roster stability delta,Team A Map Pool Strength,Team B Map Pool Strength,Map pool strength delta,Team A Map Pool Differential,Team B Map Pool Differential,Map pool differential delta,Team A Win
VCT 2025: EMEA Stage 1,Group Stage,Week 4,Natus Vincere,Team Heretics,50.0,50.0,0,0,37.5,1486.1875127146118,1501.4954628080093,42.3728813559322,50.0,50.0,0,0,73.33333333333333,1586.028214483772,1562.479691983752,58.41584158415842,1.0850843731431967,1.0907658448176014,127.85601604278075,130.26836362048337,192.0183229352347,197.27500684046214,3.662254901960784,3.532193056976675,0.09936950386215092,0.09775347311625075,0.9918103832442068,1.0195264419897816,71.5315953654189,73.40440775497815,24.211803698752227,21.88688425122636,0,1,96.54394754007933,95.59482441262381,0.9491231274555219,47.878787878787875,50.17027417027416,-2.2914862914862866,0.0,18.593073593073594,-18.593073593073594,0
VCT 2025: EMEA Stage 1,Group Stage,Week 5,BBL Esports,FUT Esports,50.0,50.0,0,0,62.5,1532.8120286474013,1500.0,50.0,50.0,50.0,0,0,42.857142857142854,1489.4976050048747,1432.3296300813406,0.0,1.1484308765172735,1.0002508104640457,131.5687923085901,127.39008352758353,201.1937251984127,195.07862860179037,3.2585521708683474,3.06228477404948,0.10263655462184874,0.10412569701540289,1.0164737103174604,0.9784299764777706,71.14974323062557,69.97663104868987,34.161298076923075,31.623124494553064,0,1,94.97183361500122,93.57813438777907,1.3936992272221431,56.00000000000001,43.69047619047618,12.309523809523824,0.0,22.38095238095238,-22.38095238095238,1
VCT 2025: EMEA Stage 1,Group Stage,Week 5,GIANTX,Apeks,50.0,50.0,0,0,14.285714285714285,1433.2663091732834,1500.0,50.0,50.0,50.0,0,0,0.0,1415.6303625008482,1500.0,50.0,0.8635141941391942,0.8885006313131313,122.02060439560441,122.55088383838385,183.56967338217336,187.00429292929292,3.13003663003663,3.3582070707070706,0.1139903846153846,0.10920012626262626,0.8925671550671551,0.9033440656565657,68.21848290598291,68.88150252525251,27.6171768707483,33.361507936507934,0,1,98.21246295946749,98.0826198645587,0.12984309490879298,35.6043956043956,31.111111111111118,4.493284493284481,0.0,0.0,0.0,1
VCT 2025: EMEA Stage 1,Group Stage,Week 5,Gentle Mates,KOI,66.66666666666666,66.66666666666666,1,1,37.5,1463.8363147033594,1500.0,50.0,33.33333333333334,33.33333333333334,1,1,0.0,1405.142531775049,1500.0,50.0,0.9697999215857671,0.817986813839755,121.8037982340372,118.75403926139221,185.20541186754423,178.27070821335528,3.2062642831025183,2.8050607888843184,0.10835957853421088,0.11900859271447507,0.9423681026897939,0.8415753690753691,67.8795366704374,66.72922551304904,29.61609977324263,28.34351851851852,0,1,94.81452898186589,97.58798924805137,-2.773460266185481,43.54978354978355,33.33333333333333,10.21645021645022,0.0,0.0,0.0,0
VCT 2025: EMEA Stage 1,Group Stage,Week 5,Team Vitality,Natus Vincere,50.0,50.0,0,0,63.63636363636363,1550.5219161108935,1482.8086196556885,37.31343283582089,50.0,50.0,0,0,33.33333333333333,1471.781661269814,1501.4954628080093,42.3728813559322,1.1306609451154905,1.0432373915119013,132.96200466200466,125.47885186708716,204.32360669633397,188.14449218174707,3.435199144290053,3.3579017931959108,0.09753846153846156,0.10465323420225381,1.055055772510318,0.9633186312598077,71.92397198760835,69.56654630772279,29.641341991341992,26.35493662111309,0,1,95.07189382929863,95.69040632525805,-0.6185124959594219,60.38548752834467,45.555555555555564,14.829931972789105,24.603174603174605,0.0,24.603174603174605,0
VCT 2025: EMEA Stage 1,Group Stage,Week 5,Team Liquid,Karmine Corp,50.0,50.0,0,0,60.0,1575.3962646613297,1494.7984545563177,15.596330275229356,50.0,50.0,0,0,42.857142857142854,1496.2350817110507,1500.0,50.0,1.1092388272172629,1.2768743478743478,132.1494250365081,128.63202353202354,198.89590246110907,196.62516372516373,3.4502623021723844,3.527694527694528,0.09342459877708228,0.10027150627150627,1.0265006372089693,1.0774789654789656,71.9156295859109,75.75800865800865,31.28305453805454,28.690476190476193,0,1,94.90869347075541,96.51862481920416,-1.6099313484487539,65.0173611111111,42.59259259259259,22.424768518518512,16.319444444444443,0.0,16.319444444444443,1
VCT 2025: EMEA Stage 1,Group Stage,Week 5,FNATIC,Team Heretics,33.333333333333336,33.333333333333336,1,1,60.0,1592.596196338143,1553.2384787395088,38.53211009174312,66.66666666666666,66.66666666666666,1,1,73.33333333333333,1600.4340659285697,1562.479691983752,58.41584158415842,1.1244189051144933,1.1144305621665294,131.44641228052993,130.49799325011298,198.6862266328443,198.7081452420216,3.7112394413865,3.597300269452309,0.10015743047801871,0.09488407740474976,1.0254582534567829,1.0279280014439727,71.57339580354285,74.1517761760308,26.188013838013838,23.677624991967097,0,1,95.76602678814558,95.46200791418144,0.3040188739641394,51.74762435632001,51.43206256109482,0.315561795225193,30.13285024154589,20.378787878787886,9.754062362758003,0
VCT 2025: Pacific Stage 1,Group Stage,Week 1,DetonatioN FocusMe,Global Esports,66.66666666666666,66.66666666666666,1,1,50.0,1506.8716633509327,1500.0,50.0,33.33333333333334,33.33333333333334,1,1,33.33333333333333,1477.401896473748,1500.0,50.0,1.0326584353146853,0.9807023001508296,124.7525641025641,125.29798265460029,191.6556891025641,187.956919306184,2.959163752913753,3.1189668174962293,0.09537419871794872,0.10920060331825038,0.9897564831002331,0.9683380467571644,71.66016171328671,68.50320512820512,38.36904761904762,32.833333333333336,0,1,93.4495165031641,98.17048932454755,-4.720972821383441,57.14285714285714,39.04761904761905,18.095238095238088,0.0,0.0,0.0,0
VCT 2025: Pacific Stage 1,Group Stage,Week 1,T1,ZETA DIVISION,50.0,50.0,0,0,62.5,1534.0090024336569,1503.3766846685496,50.0,50.0,50.0,0,0,40.0,1407.5096449337057,1438.1315677001949,14.529914529914532,0.9798603621797355,0.9074678401663696,127.5455745235157,122.88434050154639,191.86867901919052,188.78075948017124,3.7864818259319537,3.1304756463579992,0.10340308008274761,0.10247425308895898,0.9694253386213105,0.8828905552508494,69.68779045620478,66.79863263098557,25.065295815295816,12.102550875050875,0,1,96.98975220970392,94.91922428864409,2.070527921059835,51.66666666666667,31.428571428571427,20.238095238095244,0.0,0.0,0.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 1,DRX,Paper Rex,66.66666666666666,66.66666666666666,1,1,66.66666666666666,1633.5950104338997,1586.3098602373364,61.46788990825688,33.33333333333334,33.33333333333334,1,1,53.333333333333336,1518.6345865280716,1540.9912049701484,38.53211009174312,1.0373264994264995,1.0270878759785107,128.59030464633406,130.7652632206115,196.19735280514695,198.35881132799088,4.167316376434024,3.095670377094526,0.1035530479324597,0.10347610993237928,0.997173895712131,0.9928864845165155,72.20929575326635,72.27815553211839,22.03995670995671,16.598364413364415,0,1,96.10174981018986,95.20855615558283,0.8931936546070318,58.37722561126816,49.69215969215969,8.685065919108467,41.73951048951049,13.201058201058203,28.538452288452284,1
VCT 2025: Pacific Stage 1,Group Stage,Week 1,TALON,Team Secret,50.0,50.0,0,0,33.33333333333333,1459.9857213670123,1457.20468645312,0.0,50.0,50.0,0,0,33.33333333333333,1479.7249053921776,1506.9589879544815,54.34782608695653,0.9626866281866282,1.088970473970474,119.86791726791726,133.44007381507382,184.72243867243867,199.29272694897693,2.941798941798942,2.842009842009842,0.10471813371813371,0.09216823685573687,0.9026329966329967,1.0056984913234912,68.44877344877345,72.28988603988604,27.438888888888886,20.116329966329968,0,1,96.36895376014544,93.40449902099938,2.9644547391460634,40.0,59.04761904761904,-19.047619047619037,0.0,0.0,0.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 1,Gen.G,BOOM Esports,50.0,50.0,0,0,50.0,1518.3992499937995,1492.4878928963824,37.31343283582089,50.0,50.0,0,0,0.0,1450.8704324898713,1475.3083946904792,0.0,1.132407451923077,0.9200977182539682,127.44172008547008,121.24112103174603,196.50384615384615,184.70858134920636,3.58548344017094,3.471626984126984,0.09919484508547008,0.10820982142857144,1.0207083333333333,0.9147837301587302,72.23318643162393,69.08040674603174,28.407251602564102,17.175595238095237,0,1,94.69776059208046,97.82123370140071,-3.1234731093202583,60.95238095238095,50.0,10.952380952380949,0.0,0.0,0.0,0
VCT 2025: Pacific Stage 1,Group Stage,Week 1,Nongshim RedForce,Rex Regum Qeon,66.66666666666666,66.66666666666666,1,1,60.0,1514.6362715222538,1500.0,50.0,33.33333333333334,33.33333333333334,1,1,50.0,1499.1308946515635,1500.0,50.0,1.1013335561497326,1.1603258547008548,130.02486631016043,130.5158920940171,200.67052139037432,199.78605769230768,3.936363636363636,4.090010683760684,0.07884358288770053,0.09621928418803419,1.0594772727272725,1.0643002136752138,76.29966577540107,75.4286858974359,34.16349206349206,32.81344696969697,0,1,96.76574938426486,98.54286113029752,-1.7771117460326593,61.9047619047619,39.04761904761905,22.857142857142847,0.0,0.0,0.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 2,Team Secret,ZETA DIVISION,50.0,50.0,0,0,28.57142857142857,1465.353066102194,1506.9589879544815,54.34782608695653,50.0,50.0,0,0,40.0,1398.6535343626747,1438.1315677001949,14.529914529914532,1.0754985014985015,0.9195063017048312,132.6438727938728,122.23690460411049,198.50805167055165,188.54870819811995,2.9121989121989125,3.301843167725521,0.09357277444777445,0.1027092958240017,0.9982177544677545,0.8935016663619605,71.14371184371184,66.7242736566266,22.24256854256854,12.764089336589336,0,1,93.8601650296272,95.12449305367835,-1.264328024051153,54.166666666666664,32.80632411067194,21.360342555994727,0.0,0.0,0.0,0
VCT 2025: Pacific Stage 1,Group Stage,Week 2,T1,Nongshim RedForce,50.0,50.0,0,0,66.66666666666666,1542.8651130046878,1503.3766846685496,50.0,50.0,50.0,0,0,66.66666666666666,1527.6297324988184,1500.0,50.0,1.0036185675515776,1.0749348262032086,128.1808615647625,126.37366310160428,193.5148491866489,194.30386586452764,3.7283347224658296,3.7508912655971476,0.10331735773437214,0.0839382798573975,0.9836997162013988,1.0351526292335116,70.04996578563231,75.12227049910872,27.97867564534231,34.23148148148148,0,1,96.82957807032943,96.48701386383588,0.3425642064935488,51.02040816326531,60.74074074074074,-9.720332577475432,0.0,0.0,0.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 2,Gen.G,Paper Rex,50.0,50.0,0,0,44.44444444444444,1494.5602003076524,1492.4878928963824,37.31343283582089,50.0,50.0,0,0,46.666666666666664,1509.3772528096297,1540.9912049701484,38.53211009174312,1.1085035936285936,1.0294355883968112,128.96839765173098,130.11532858008866,197.09432789432788,197.40221002080133,3.6921468963135626,3.079461226767728,0.1016075390658724,0.1039859138539479,1.0088114478114478,0.9919819093531168,71.1365697574031,71.96129278702034,27.273112535612533,17.500637140637142,0,1,94.86414123832549,95.19677987333309,-0.3326386350075978,57.08333333333333,47.415140415140414,9.668192918192915,0.0,14.383903133903136,-14.383903133903136,1
VCT 2025: Pacific Stage 1,Group Stage,Week 2,DRX,DetonatioN FocusMe,50.0,50.0,0,0,73.33333333333333,1642.8523441523416,1586.3098602373364,61.46788990825688,50.0,50.0,0,0,40.0,1485.179303857228,1500.0,50.0,1.04643879889174,1.0050498251748252,128.59493922743923,123.1251282051282,196.90038310817724,189.43224358974356,4.213662187485717,2.9365617715617716,0.10122862725509783,0.09814551282051283,1.0023895819866409,0.9698051864801865,72.33229040567275,71.02043706293706,23.93106782106782,32.964285714285715,0,1,96.1028384058415,93.97691665388243,2.125921751959069,59.7854526425955,52.08333333333333,7.702119309262173,43.00213675213676,0.0,43.00213675213676,1
VCT 2025: Pacific Stage 1,Group Stage,Week 2,TALON,Rex Regum Qeon,50.0,50.0,0,0,42.857142857142854,1474.357560656996,1457.20468645312,0.0,50.0,50.0,0,0,40.0,1486.1374336749989,1500.0,50.0,1.011429808286951,1.157994017094017,122.34710368996083,128.37271367521367,188.69859822716964,196.06884615384615,2.997732426303855,3.9653418803418803,0.1024568130282416,0.09004209401709402,0.9278124098124099,1.0579735042735041,69.09101216244073,75.48961538461539,29.48333333333333,33.750757575757575,0,1,96.0048882134639,98.62350572737796,-2.61861751391406,42.42424242424242,41.48148148148148,0.9427609427609411,0.0,0.0,0.0,0
VCT 2025: Pacific Stage 1,Group Stage,Week 2,BOOM Esports,Global Esports,50.0,50.0,0,0,20.0,1474.7094821760184,1475.3083946904792,0.0,50.0,50.0,0,0,50.0,1499.0942559674527,1500.0,50.0,0.9595327200577201,1.0211933917797889,124.61107864357864,127.22348699095022,191.2032287157287,190.35102281297134,3.540937950937951,3.139225113122172,0.11056785714285715,0.10473378582202111,0.9398269841269841,0.9932535350678733,69.82796176046176,69.79407051282051,21.81547619047619,38.98214285714286,0,1,97.3787933204743,97.81100383543784,-0.43221051496354335,62.5,42.5,20.0,0.0,0.0,0.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Gen.G,DetonatioN FocusMe,66.66666666666666,66.66666666666666,1,1,50.0,1508.739846849514,1492.4878928963824,37.31343283582089,33.333333333333336,33.333333333333336,1,1,33.33333333333333,1473.6799751469503,1500.0,50.0,1.1099032342657342,0.9442081876456877,129.5840578865579,119.55982905982906,197.8411451048951,183.33798076923077,3.6104322066822063,2.802690365190365,0.10282178515928515,0.10112126068376069,1.009055303030303,0.9329487665112666,71.46666278166279,68.75036421911422,28.888658424908424,38.871428571428574,0,1,95.12762929329453,93.79101851231617,1.3366107809783614,60.70546737213404,46.0,14.705467372134038,0.0,0.0,0.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Rex Regum Qeon,ZETA DIVISION,50.0,50.0,0,0,50.0,1505.459589396354,1500.0,50.0,50.0,50.0,0,0,40.0,1422.4465844599627,1438.1315677001949,14.529914529914532,1.1660556203056203,0.9104920566905861,129.6893826081326,121.72807269527858,198.05737179487178,187.46665691606867,3.8196030821030824,3.431757697640051,0.086701745014245,0.10023066334536922,1.0649779202279201,0.8894048002650944,75.02922494172493,66.11059844295139,35.29229797979798,13.119644892144892,0,1,98.62906934663575,95.27828745559219,3.350781891043553,48.18181818181817,34.21717171717171,13.964646464646464,0.0,0.0,0.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Paper Rex,BOOM Esports,50.0,50.0,0,0,46.666666666666664,1495.1976062677682,1540.9912049701484,38.53211009174312,50.0,50.0,0,0,33.33333333333333,1496.1108822774265,1475.3083946904792,0.0,1.0392461944574174,1.0790550444925444,131.23578312554318,130.04626924001926,198.65145244504376,198.66935726310726,3.1912036510101527,3.5063371813371815,0.10150106536909943,0.10825099206349208,1.0013114548076623,1.0011521164021164,72.40636854459609,71.50478294853295,18.70972804972805,24.124007936507937,0,1,95.51291818668643,94.63713404172387,0.8757841449625658,45.285285285285276,67.77777777777777,-22.492492492492495,15.18518518518518,0.0,15.18518518518518,0
VCT 2025: Pacific Stage 1,Group Stage,Week 3,TALON,Nongshim RedForce,66.66666666666666,66.66666666666666,1,1,37.5,1455.0354049356408,1457.20468645312,0.0,33.333333333333336,33.333333333333336,1,1,57.14285714285714,1508.5061897901858,1500.0,50.0,0.9898087745587746,1.0429917557932264,122.16910034410034,125.87266361089891,187.22665806415807,192.8604564553094,2.9114774114774113,3.691240132416603,0.10493817293817294,0.08518519225872168,0.9195281662781662,1.0161308250572956,68.87771256521256,73.80956518971225,27.922916666666666,34.91269841269841,0,1,96.18499089931369,96.36166181257207,-0.17667091325837703,37.91208791208792,56.666666666666664,-18.754578754578745,0.0,0.0,0.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 3,DRX,Global Esports,50.0,50.0,0,0,73.33333333333333,1654.3516728626194,1586.3098602373364,61.46788990825688,50.0,50.0,0,0,40.0,1477.6928558660445,1500.0,50.0,1.0936311065840478,0.9767728952420128,129.26160589410588,127.9060623200329,197.762348920143,191.33536370492251,4.135457059280589,2.9113800904977376,0.09861324263971323,0.10451430138488962,1.0174066760037348,0.9669664644179349,73.15964083302318,69.10798368298369,28.619956709956707,36.58571428571429,0,1,95.7229702650888,97.3131221138256,-1.5901518487367952,61.172161172161175,39.33333333333333,21.838827838827847,44.619963369963365,0.0,44.619963369963365,1
VCT 2025: Pacific Stage 1,Group Stage,Week 3,T1,Team Secret,50.0,50.0,0,0,70.0,1561.9886557133204,1503.3766846685496,50.0,50.0,50.0,0,0,25.0,1441.560016004906,1506.9589879544815,54.34782608695653,1.0243233774630867,1.0700996503496503,129.28277540828623,133.1883886946387,195.503364267984,199.54069905788657,3.6488345835525804,2.8366355866355866,0.10358562196093493,0.09572233148795649,0.994929744581259,0.9999789966977467,70.19163587373575,71.57767094017095,30.523665223665223,22.868497474747475,0,1,96.76939333237628,94.25439505280875,2.5149982795675356,53.01587301587302,51.85185185185186,1.1640211640211575,0.0,0.0,0.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Nongshim RedForce,Team Secret,50.0,50.0,0,0,50.0,1492.829502280869,1500.0,50.0,50.0,50.0,0,0,22.22222222222222,1432.4939283616598,1506.9589879544815,54.34782608695653,1.0230024017036885,1.0484545911604737,124.60973450569038,132.4158226305285,190.81059170608802,198.14728805145472,3.6144505004799123,2.9397545083819594,0.08530627399561223,0.09613226851217048,1.0043067796174414,0.9926610689600887,72.93913877176745,70.9579297245964,35.44146825396825,23.428563411896747,0,1,96.42485375069516,94.53476541189005,1.8900883388051142,55.753968253968246,45.54112554112555,10.212842712842694,0.0,0.0,0.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 4,DRX,BOOM Esports,50.0,50.0,0,0,73.33333333333333,1664.976706892315,1586.3098602373364,61.46788990825688,50.0,50.0,0,0,42.857142857142854,1509.6751331324288,1475.3083946904792,0.0,1.1297010366539777,1.0795471809936097,130.89657092907092,130.46823077715936,199.8290155868097,200.1005205112348,4.003988527812058,3.6393604411461555,0.09783468786115845,0.10412585034013606,1.0258169324139912,1.013576814058957,73.90556157894393,72.37017109874253,32.88460317460318,26.772959183673468,0,1,95.57738991004923,94.92197332584485,0.6554165842043886,62.32139977422996,62.85714285714287,-0.5357430829129086,41.62393162393163,0.0,41.62393162393163,0
VCT 2025: Pacific Stage 1,Group Stage,Week 4,T1,Rex Regum Qeon,50.0,50.0,0,0,72.72727272727273,1571.0547433565666,1503.3766846685496,50.0,50.0,50.0,0,0,57.14285714285714,1520.769880691555,1500.0,50.0,1.0427687269866444,1.2077619602619603,130.772220068139,132.4194708069708,197.4323513547329,202.5253663003663,3.6201526517144673,3.673945498945499,0.10336066642913276,0.08803006715506716,1.0025118890132658,1.0881715506715506,70.50249725895169,75.5774309024309,32.01141282959465,36.08387445887446,0,1,96.80746857927107,97.64100659145646,-0.8335380121853859,57.42296918767508,52.564102564102555,4.858866623572524,0.0,0.0,0.0,0
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Gen.G,Global Esports,50.0,50.0,0,0,54.54545454545454,1526.7284610264853,1492.4878928963824,37.31343283582089,50.0,50.0,0,0,33.33333333333333,1467.067821836349,1500.0,50.0,1.1613665766052128,0.9276137763380411,131.494598078689,124.46717314548196,200.88588948929856,186.12795460258698,3.560998975771703,2.698877348142054,0.09862586529631985,0.11361040266922622,1.0358078512396693,0.9356538718634306,72.98181464999647,68.07483488733489,32.3129218004218,35.21031746031746,0,1,94.49099595583041,96.53279298270047,-2.041797026870057,62.30576441102755,37.22222222222222,25.083542188805332,0.0,0.0,0.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 4,TALON,ZETA DIVISION,50.0,50.0,0,0,44.44444444444444,1470.7120924449575,1457.20468645312,0.0,50.0,50.0,0,0,33.33333333333333,1407.1362931647616,1438.1315677001949,14.529914529914532,1.0056419876419875,0.8932502266252267,124.19304645971313,120.47229927479928,189.6202772536106,185.64399896399897,3.032424365757699,3.347226107226107,0.10353478620145287,0.10331563066563067,0.937529310195977,0.8746902033152034,69.55796672463339,65.38641543641543,27.185449735449737,14.746430606430607,0,1,95.9859304691041,95.31867502756938,0.6672554415347207,39.666666666666664,32.05128205128205,7.615384615384613,0.0,0.0,0.0,0
VCT 2025: Pacific Stage 1,Group Stage,Week 4,DetonatioN FocusMe,Paper Rex,66.66666666666666,66.66666666666666,1,1,28.57142857142857,1455.6913609699789,1500.0,50.0,33.33333333333334,33.33333333333334,1,1,46.666666666666664,1481.633355412766,1540.9912049701484,38.53211009174312,0.9021784465534466,1.037489302226841,118.6876456876457,131.0936778623853,181.30268481518482,198.19756773326432,2.5711371961371965,3.118772573315917,0.10836367798867799,0.1014709901811295,0.906293747918748,1.0006949134542789,68.34446803196803,72.52366177767881,34.226190476190474,20.57322011322011,0,1,93.8140317997882,95.5114903264652,-1.6974585266770106,42.42424242424242,46.49122807017543,-4.066985645933009,0.0,16.666666666666664,-16.666666666666664,0
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Paper Rex,Global Esports,50.0,50.0,0,0,46.666666666666664,1494.2197663122618,1540.9912049701484,38.53211009174312,50.0,50.0,0,0,28.57142857142857,1450.4688018532545,1500.0,50.0,1.0367049885013508,0.9119806394585807,131.62594167700206,123.7770575013222,198.99043760848716,184.87590913987972,3.2428367444389115,2.5990377269789033,0.10139968893335767,0.11686086462557052,1.0016075694257582,0.9226383836751484,72.33934805218861,68.50570263070263,21.325601065601067,32.03741496598639,0,1,95.48906944921814,96.60157751099631,-1.112508061778172,46.6060606060606,35.641025641025635,10.965034965034967,11.515151515151512,0.0,11.515151515151512,1
VCT 2025: Pacific Stage 1,Group Stage,Week 5,T1,TALON,66.66666666666666,66.66666666666666,1,1,66.66666666666666,1555.5000249808502,1503.3766846685496,50.0,33.33333333333334,33.33333333333334,1,1,40.0,1447.0926825907131,1457.20468645312,0.0,1.033204666404424,0.9949868797868797,130.76203506246074,124.73737817737818,197.19632207517188,190.79461316461317,3.5268065974049283,2.9382728382728382,0.10487227756003836,0.1058176712176712,0.9950108982621603,0.9323218337218337,70.35645582070572,69.5658064158064,31.668795093795094,26.900238095238098,0,1,96.8217817646087,96.15286435802204,0.6689174065866581,55.42328042328042,36.66666666666667,18.756613756613746,0.0,0.0,0.0,0
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DRX,Gen.G,66.66666666666666,66.66666666666666,1,1,66.66666666666666,1645.6725292773199,1586.3098602373364,61.46788990825688,33.33333333333334,33.33333333333334,1,1,58.333333333333336,1543.3274810095797,1492.4878928963824,37.31343283582089,1.1115454810984222,1.1694008433695933,129.63360796610797,131.5644926832427,197.77420077199488,201.27502832815333,3.9313959352194647,3.588323135198135,0.09870876193523252,0.09633296911421911,1.0105724879695468,1.0453238636363638,73.44037639375874,73.28888565138566,33.434603174603176,32.620178317053316,0,1,95.38780405052957,94.61109904146201,0.7767050090675554,61.94821518350931,63.83333333333333,-1.8851181498240166,39.95726495726496,0.0,39.95726495726496,1
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce,ZETA DIVISION,66.66666666666666,66.66666666666666,1,1,55.55555555555556,1509.3908058852664,1500.0,50.0,33.33333333333334,33.33333333333334,1,1,40.0,1430.755703019006,1438.1315677001949,14.529914529914532,1.0400425388881271,0.914409200984201,125.66319834849247,121.31332491582492,192.6902229306641,187.09322973322972,3.566380242850831,3.291841491841492,0.08350456678397855,0.10246434861434861,1.0168585515791397,0.8871722545972547,72.95600214056097,65.77615902615902,36.23963844797178,17.352144892144892,0,1,96.4075850089308,94.83810077316734,1.5694842357634542,58.05860805860805,35.91575091575091,22.14285714285714,0.0,0.0,0.0,1
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe,BOOM Esports,50.0,50.0,0,0,25.0,1443.104950070483,1500.0,50.0,50.0,50.0,0,0,50.0,1528.9793107474238,1475.3083946904792,0.0,0.9015589185120435,1.0930760055916307,120.42807886557887,131.0763685966811,182.98012699106448,200.9073998917749,2.70807837995338,3.7122181637806637,0.10815155157342657,0.10222123015873016,0.9139792516511267,1.023546378968254,68.16252063908314,72.65723304473305,32.82879818594104,26.858157467532468,0,1,94.1699548458333,95.16105911738691,-0.9911042715536098,41.39194139194139,60.74074074074074,-19.348799348799353,0.0,0.0,0.0,0
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon,Team Secret,66.66666666666666,66.66666666666666,1,1,62.5,1536.3245990672715,1500.0,50.0,33.33333333333334,33.33333333333334,1,1,20.0,1415.9326247572624,1506.9589879544815,54.34782608695653,1.2005417152292153,1.0261475935828877,133.45731473387724,130.9050095982449,203.36941773504273,196.0864054001554,3.7563689782439784,2.82270213446684,0.08640130876068376,0.09744211858403035,1.087636217948718,0.975779577448695,75.10941870629371,70.37752136752137,37.45975378787879,26.735707070707072,0,1,97.79280696426494,94.52059609776767,3.272210866497275,54.591836734693864,43.41269841269841,11.179138321995453,0.0,0.0,0.0,0
VCT 2025: China Stage 1,Group Stage,Week 1,Xi Lai Gaming,Bilibili Gaming,33.33333333333334,33.33333333333334,1,1,60.0,1517.387732401063,1500.0,50.0,66.66666666666666,66.66666666666666,1,1,36.36363636363637,1463.9315105830706,1451.238976424793,21.36752136752137,1.1792831309041836,0.9297062142403051,130.0,121.81818181818183,202.61423301844354,189.61815532951897,0.0,1.7669421487603307,0.25,0.1084935064935065,1.0,0.9069090909090909,70.0,67.7904761904762,15.0,8.693799058084773,0,1,100.0,96.22902301364199,3.770976986358008,56.333333333333336,40.03189792663477,16.301435406698566,0.0,0.0,0.0,0
VCT 2025: China Stage 1,Group Stage,Week 1,Trace Esports,All Gamers,50.0,50.0,0,0,62.5,1530.0243479022213,1488.9037129510596,40.476190476190474,50.0,50.0,0,0,0.0,1467.3279514937644,1500.0,50.0,1.106304292929293,0.7425263157894737,122.31022727272727,130.0,199.10964330808082,168.69122807017544,1.6952651515151516,0.0,0.0949782196969697,0.25,0.9259431818181818,1.0,69.27339015151514,70.0,11.366666666666667,15.0,0,1,96.79327096942849,100.0,-3.206729030571509,48.46153846153846,44.44444444444444,4.017094017094017,0.0,0.0,0.0,1
VCT 2025: China Stage 1,Group Stage,Week 1,Dragon Ranger Gaming,Nova Esports,66.66666666666666,66.66666666666666,1,1,66.66666666666666,1525.070114516687,1500.0,50.0,33.33333333333334,33.33333333333334,1,1,50.0,1495.374210713289,1500.0,50.0,0.988200633788869,1.0998433429315781,130.0,130.0,188.90495452260157,206.90244755244754,0.0,0.0,0.25,0.25,1.0,1.0,70.0,70.0,15.0,15.0,0,1,100.0,100.0,0.0,54.285714285714285,50.0,4.285714285714285,0.0,0.0,0.0,1
VCT 2025: China Stage 1,Group Stage,Week 1,TYLOO,EDward Gaming,50.0,50.0,0,0,0.0,1460.7008935918159,1500.0,50.0,50.0,50.0,0,0,80.0,1624.029027189396,1570.8681260914454,100.0,0.9030769230769231,1.1632771691214416,130.0,133.99701180217176,186.77179487179487,207.38405002405003,0.0,2.31551236058976,0.25,0.09082092654125679,1.0,1.0728124836979327,70.0,73.35017197762296,15.0,17.560170620954935,0,1,100.0,97.83792044469737,2.1620795553026255,33.33333333333333,59.420175783812155,-26.086842450478827,0.0,32.92929292929293,-32.92929292929293,0
