Team,Winrate,Elo,International Elo,LAN Winrate,K/D Ratio,Average Damage,Average Combat Score,Average First Kills,Average First Deaths Per Round,Rating,KAST,Clutch Success,Image Path,Region,id
Sharks Esports,0.0,1456.5018055870376,1456.5018055870376,0.0,0.764025974025974,98.23701298701299,161.21103896103895,2.4902597402597406,0.12954545454545457,0.7870129870129869,57.925324675324674,7.003496503496503,/static/logos/sharks-esports-logo.png,AMER,67
Sharper Esports,50.0,1495.5363468491396,1500.0,50.0,1.0,130.0,200.0,5.0,0.25,1.0,70.0,15.0,/static/logos/sharper-esports-logo.png,Pacific,68
T1,53.333333333333336,1598.8185735154748,1506.6252949144896,20.0,1.1254285371845338,132.8120690883191,201.0870797720798,3.992742165242165,2.83432004985755,1.0360008903133904,72.94309116809116,33.83452380952381,/static/logos/t1-logo.png,Pacific,69
TALON,53.333333333333336,1496.1312429578306,1399.872569757841,0.0,1.0448055426055425,127.28951048951049,194.26138824138826,3.401181041181041,0.10215809375809375,0.9758722092722093,70.78954156954157,34.115793650793655,/static/logos/talon-logo.png,Pacific,70
TYLOO,66.66666666666666,1562.5571979055505,1500.0,50.0,1.1206257003644644,134.98990877734346,206.99492627850185,3.3859980297480297,0.7656531093398471,1.0323678330597974,71.70677507016792,15.0,/static/logos/tyloo-logo.png,CN,71
Team Heretics,46.666666666666664,1557.6186305788715,1563.385597119382,40.59405940594059,1.1107639493005788,126.23998686498686,193.93250615125618,3.2659795297295293,1.3832366753616754,1.0225828227328229,75.08052620456466,30.80308302808303,/static/logos/team-heretics-logo.png,EMEA,72
Team Liquid,60.0,1631.8365516147614,1442.7249440864673,38.31775700934579,1.0600666663475091,129.10430991666286,195.139707185516,3.3724046188016774,0.3981461713395537,0.9924261793489735,72.39096510787687,30.75095719095719,/static/logos/team-liquid-logo.png,EMEA,73
Team Secret,40.0,1414.2731704624307,1501.0988598793244,40.0,0.875325360778211,120.45607946827256,181.31492649258954,2.726986887674228,0.5186551308488329,0.8940720605824506,68.64139418552462,35.30752506752506,/static/logos/team-secret-logo.png,Pacific,74
Team Vikings,33.33333333333333,1468.558323815137,1468.558323815137,20.5607476635514,0.94524064171123,127.19354828178358,195.3486284956873,2.791992321404086,0.10875841478782655,0.9391775218245807,67.51269645387292,13.70860920125626,/static/logos/team-vikings-logo.png,AMER,75
Team Vitality,60.0,1617.2263958669046,1551.6642820743282,60.57692307692308,1.2035781719404253,135.46034559394855,205.3345601756631,3.12374718146777,1.9111810381339793,1.0623645055380349,73.6475193107546,44.425396825396824,/static/logos/team-vitality-logo.png,EMEA,76
The Guard,0.0,1461.8913670858412,1461.8913670858412,0.0,0.8620054945054945,119.42032967032966,182.30219780219778,2.835164835164835,0.11137362637362638,0.8905494505494504,67.96153846153845,5.807692307692308,/static/logos/the-guard-logo.png,AMER,77
Titan Esports Club,33.33333333333333,1386.849604654701,1463.2508349757663,0.0,1.0235421239560936,127.40249029533264,194.5611191981966,3.0242612381884824,0.5684365442820611,0.9738662886840608,69.47419448211133,15.0,/static/logos/titan-esports-club-logo.png,CN,78
Trace Esports,46.666666666666664,1465.3912594336327,1447.6462582981383,17.75700934579439,0.929702421170181,126.48920141572856,190.06731444481446,3.17187299356417,0.6374425542092398,0.9245437420171583,67.7925587986674,45.916666666666664,/static/logos/trace-esports-logo.png,CN,79
