Team A,Team B,Map,Team A Wins,Played,Team A Winrate
BBL Esports,NRG,Lotus,0,1,0.0
BBL Esports,Nongshim RedForce,Lotus,0,1,0.0
BBL Esports,FUT Esports,Lotus,1,1,100.0
BBL Esports,PCIFIC Esports,Lotus,0,1,0.0
BESTIA,Cloud9,Lotus,1,1,100.0
BOOM Esports,Paper Rex,Lotus,0,2,0.0
BOOM Esports,DetonatioN FocusMe,Lotus,0,1,0.0
BOOM Esports,ZETA DIVISION,Lotus,1,1,100.0
BOOM Esports,Global Esports,Lotus,1,1,100.0
BOOM Esports,Nongshim RedForce,Lotus,0,1,0.0
Bilibili Gaming,NRG,Lotus,1,1,100.0
Bilibili Gaming,FNATIC,Lotus,0,2,0.0
Bilibili Gaming,DRX,Lotus,0,1,0.0
Bilibili Gaming,KRÜ Esports,Lotus,0,1,0.0
Bilibili Gaming,Rex Regum Qeon,Lotus,0,1,0.0
Bilibili Gaming,TYLOO,Lotus,2,2,100.0
Bilibili Gaming,EDward Gaming,Lotus,2,3,66.67
Bilibili Gaming,Dragon Ranger Gaming,Lotus,2,3,66.67
Bilibili Gaming,Sentinels,Lotus,0,1,0.0
Bilibili Gaming,Wolves Esports,Lotus,2,3,66.67
Bilibili Gaming,Trace Esports,Lotus,1,3,33.33
Bilibili Gaming,Xi Lai Gaming,Lotus,3,4,75.0
Bilibili Gaming,FunPlus Phoenix,Lotus,2,2,100.0
Bilibili Gaming,JD Gaming,Lotus,0,1,0.0
Cloud9,Evil Geniuses,Lotus,1,1,100.0
Cloud9,Sentinels,Lotus,0,3,0.0
Cloud9,G2 Esports,Lotus,0,3,0.0
Cloud9,LEVIATÁN,Lotus,1,1,100.0
Cloud9,NRG,Lotus,1,3,33.33
Cloud9,MIBR,Lotus,1,2,50.0
Cloud9,FURIA,Lotus,1,1,100.0
Cloud9,LOUD,Lotus,0,1,0.0
Cloud9,Fluxo W7M,Lotus,0,1,0.0
DRX,LOUD,Lotus,0,1,0.0
DRX,Natus Vincere,Lotus,1,1,100.0
DRX,Evil Geniuses,Lotus,0,1,0.0
DRX,FNATIC,Lotus,1,2,50.0
DRX,Trace Esports,Lotus,1,1,100.0
DRX,NRG,Lotus,0,1,0.0
DRX,G2 Esports,Lotus,0,1,0.0
DRX,Paper Rex,Lotus,2,3,66.67
DRX,Nongshim RedForce,Lotus,2,2,100.0
DRX,Global Esports,Lotus,1,1,100.0
DRX,TALON,Lotus,0,1,0.0
DRX,DetonatioN FocusMe,Lotus,1,1,100.0
DRX,Gen.G,Lotus,0,1,0.0
DRX,T1,Lotus,1,3,33.33
DRX,Rex Regum Qeon,Lotus,0,1,0.0
DRX,Sentinels,Lotus,1,1,100.0
DetonatioN FocusMe,ZETA DIVISION,Lotus,1,2,50.0
DetonatioN FocusMe,Paper Rex,Lotus,0,2,0.0
DetonatioN FocusMe,Nongshim RedForce,Lotus,0,1,0.0
DetonatioN FocusMe,Global Esports,Lotus,0,1,0.0
DetonatioN FocusMe,Gen.G,Lotus,0,2,0.0
DetonatioN FocusMe,T1,Lotus,0,1,0.0
DetonatioN FocusMe,VARREL,Lotus,2,2,100.0
DetonatioN FocusMe,Rex Regum Qeon,Lotus,0,2,0.0
DetonatioN FocusMe,QT DIG∞,Lotus,0,1,0.0
Dragon Ranger Gaming,T1,Lotus,0,1,0.0
Dragon Ranger Gaming,G2 Esports,Lotus,0,1,0.0
Dragon Ranger Gaming,Nova Esports,Lotus,2,2,100.0
Dragon Ranger Gaming,Wolves Esports,Lotus,1,3,33.33
Dragon Ranger Gaming,Xi Lai Gaming,Lotus,2,5,40.0
Dragon Ranger Gaming,EDward Gaming,Lotus,3,4,75.0
Dragon Ranger Gaming,Titan Esports Club,Lotus,2,2,100.0
Dragon Ranger Gaming,Trace Esports,Lotus,1,2,50.0
Dragon Ranger Gaming,JDG Esports,Lotus,1,1,100.0
EDward Gaming,FUT Esports,Lotus,1,1,100.0
EDward Gaming,Paper Rex,Lotus,1,1,100.0
EDward Gaming,Sentinels,Lotus,1,1,100.0
EDward Gaming,LEVIATÁN,Lotus,1,1,100.0
EDward Gaming,Team Heretics,Lotus,1,1,100.0
EDward Gaming,JDG Esports,Lotus,0,1,0.0
EDward Gaming,Trace Esports,Lotus,1,4,25.0
EDward Gaming,Xi Lai Gaming,Lotus,2,4,50.0
EDward Gaming,Titan Esports Club,Lotus,0,1,0.0
EDward Gaming,G2 Esports,Lotus,0,1,0.0
EDward Gaming,Wolves Esports,Lotus,1,1,100.0
EDward Gaming,TYLOO,Lotus,0,1,0.0
EDward Gaming,Nova Esports,Lotus,0,1,0.0
ENVY,LOUD,Lotus,1,1,100.0
ENVY,G2 Esports,Lotus,0,2,0.0
Eintracht Frankfurt,GIANTX,Lotus,0,1,0.0
Eintracht Frankfurt,Team Heretics,Lotus,1,1,100.0
Eintracht Frankfurt,Eternal Fire,Lotus,1,1,100.0
Eintracht Frankfurt,Team Liquid,Lotus,1,1,100.0
Enterprise Esports,FNATIC,Lotus,0,1,0.0
Enterprise Esports,Gentle Mates,Lotus,1,1,100.0
Enterprise Esports,Fire Flux Esports,Lotus,1,1,100.0
Enterprise Esports,Team Vitality,Lotus,1,1,100.0
Enterprise Esports,Karmine Corp,Lotus,0,1,0.0
Enterprise Esports,Team Liquid,Lotus,0,1,0.0
Eternal Fire,FNATIC,Lotus,0,1,0.0
Eternal Fire,Team Vitality,Lotus,1,1,100.0
Eternal Fire,PCIFIC Esports,Lotus,1,1,100.0
Eternal Fire,Team Heretics,Lotus,2,3,66.67
Eternal Fire,Gentle Mates,Lotus,1,1,100.0
Eternal Fire,Team Liquid,Lotus,1,1,100.0
Eternal Fire,Karmine Corp,Lotus,0,1,0.0
Eternal Fire,Joblife,Lotus,0,1,0.0
Eternal Fire,FUT Esports,Lotus,0,1,0.0
Evil Geniuses,LOUD,Lotus,1,2,50.0
Evil Geniuses,Paper Rex,Lotus,1,1,100.0
Evil Geniuses,Sentinels,Lotus,0,1,0.0
Evil Geniuses,KRÜ Esports,Lotus,2,4,50.0
Evil Geniuses,G2 Esports,Lotus,1,1,100.0
Evil Geniuses,FURIA,Lotus,0,1,0.0
Evil Geniuses,NRG,Lotus,0,1,0.0
FNATIC,LOUD,Lotus,0,1,0.0
FNATIC,KRÜ Esports,Lotus,1,1,100.0
FNATIC,Team Heretics,Lotus,0,3,0.0
FNATIC,Sentinels,Lotus,0,1,0.0
FNATIC,Paper Rex,Lotus,1,2,50.0
FNATIC,NRG,Lotus,0,1,0.0
FNATIC,Karmine Corp,Lotus,0,1,0.0
FNATIC,GIANTX,Lotus,1,2,50.0
FNATIC,Rex Regum Qeon,Lotus,1,1,100.0
FNATIC,G2 Esports,Lotus,1,1,100.0
FNATIC,Wolves Esports,Lotus,0,1,0.0
FNATIC,Team Vitality,Lotus,1,1,100.0
FNATIC,FUT Esports,Lotus,1,1,100.0
FNATIC,PCIFIC Esports,Lotus,1,1,100.0
FNATIC,Team Liquid,Lotus,0,1,0.0
FNATIC,Joblife,Lotus,0,1,0.0
FULL SENSE,VARREL,Lotus,1,1,100.0
FULL SENSE,Kiwoom DRX,Lotus,1,1,100.0
FULL SENSE,T1,Lotus,1,2,50.0
FULL SENSE,Paper Rex,Lotus,0,1,0.0
FULL SENSE,Gen.G,Lotus,0,1,0.0
FULL SENSE,Rex Regum Qeon,Lotus,1,1,100.0
FURIA,G2 Esports,Lotus,0,1,0.0
FURIA,NRG,Lotus,1,2,50.0
FURIA,KRÜ Esports,Lotus,0,1,0.0
FUT Esports,Gentle Mates,Lotus,2,2,100.0
FUT Esports,Team Vitality,Lotus,0,2,0.0
FUT Esports,KOI,Lotus,1,1,100.0
FUT Esports,Team Liquid,Lotus,0,2,0.0
FUT Esports,Karmine Corp,Lotus,2,3,66.67
FUT Esports,Team Heretics,Lotus,0,2,0.0
FUT Esports,PCIFIC Esports,Lotus,0,1,0.0
Fire Flux Esports,Joblife,Lotus,1,1,100.0
Fire Flux Esports,Team Liquid,Lotus,0,1,0.0
Fluxo W7M,KRÜ Esports,Lotus,0,1,0.0
FunPlus Phoenix,T1,Lotus,0,1,0.0
FunPlus Phoenix,Team Heretics,Lotus,0,1,0.0
FunPlus Phoenix,Sentinels,Lotus,0,1,0.0
FunPlus Phoenix,JDG Esports,Lotus,0,1,0.0
FunPlus Phoenix,Nova Esports,Lotus,0,1,0.0
FunPlus Phoenix,TYLOO,Lotus,0,1,0.0
FunPlus Phoenix,Wolves Esports,Lotus,1,1,100.0
G2 Esports,Paper Rex,Lotus,1,3,33.33
G2 Esports,Team Heretics,Lotus,0,1,0.0
G2 Esports,T1,Lotus,2,2,100.0
G2 Esports,Sentinels,Lotus,1,2,50.0
G2 Esports,NRG,Lotus,3,3,100.0
G2 Esports,Gen.G,Lotus,1,1,100.0
G2 Esports,LEVIATÁN,Lotus,1,1,100.0
G2 Esports,MIBR,Lotus,1,2,50.0
G2 Esports,Trace Esports,Lotus,1,1,100.0
G2 Esports,Team Liquid,Lotus,1,1,100.0
G2 Esports,Team Vitality,Lotus,1,1,100.0
G2 Esports,KRÜ Esports,Lotus,2,2,100.0
G2 Esports,Xi Lai Gaming,Lotus,1,1,100.0
G2 Esports,LOUD,Lotus,0,1,0.0
GIANTX,Paper Rex,Lotus,0,1,0.0
GIANTX,NRG,Lotus,0,1,0.0
GIANTX,Team Heretics,Lotus,1,2,50.0
GIANTX,Team Liquid,Lotus,0,1,0.0
GIANTX,Team Vitality,Lotus,0,1,0.0
GIANTX,Karmine Corp,Lotus,1,1,100.0
Gen.G,Team Heretics,Lotus,0,1,0.0
Gen.G,Sentinels,Lotus,0,1,0.0
Gen.G,Team Secret,Lotus,2,2,100.0
Gen.G,Nongshim RedForce,Lotus,0,1,0.0
Gen.G,Paper Rex,Lotus,2,2,100.0
Gen.G,Rex Regum Qeon,Lotus,2,3,66.67
Gen.G,TALON,Lotus,1,1,100.0
Gen.G,T1,Lotus,0,2,0.0
Gen.G,Kiwoom DRX,Lotus,0,1,0.0
Gentle Mates,Team Vitality,Lotus,1,1,100.0
Gentle Mates,KOI,Lotus,0,1,0.0
Gentle Mates,Natus Vincere,Lotus,1,1,100.0
Gentle Mates,Team Heretics,Lotus,0,1,0.0
Gentle Mates,Team Liquid,Lotus,0,1,0.0
Gentle Mates,Xi Lai Gaming,Lotus,1,1,100.0
Gentle Mates,Nongshim RedForce,Lotus,0,1,0.0
Gentle Mates,NRG,Lotus,0,1,0.0
Giants Gaming,KRÜ Esports,Lotus,1,1,100.0
Global Esports,Team Secret,Lotus,1,2,50.0
Global Esports,Paper Rex,Lotus,0,3,0.0
Global Esports,TALON,Lotus,0,1,0.0
Global Esports,MIBR,Lotus,0,1,0.0
Global Esports,Kiwoom DRX,Lotus,1,1,100.0
JDG Esports,Trace Esports,Lotus,2,3,66.67
JDG Esports,Titan Esports Club,Lotus,1,1,100.0
JDG Esports,Xi Lai Gaming,Lotus,0,2,0.0
JDG Esports,Nova Esports,Lotus,1,1,100.0
Joblife,PCIFIC Esports,Lotus,1,1,100.0
KOI,Team Liquid,Lotus,0,2,0.0
KOI,Karmine Corp,Lotus,1,2,50.0
KRÜ Esports,NRG,Lotus,1,2,50.0
KRÜ Esports,LEVIATÁN,Lotus,0,1,0.0
KRÜ Esports,Sentinels,Lotus,2,2,100.0
KRÜ Esports,MIBR,Lotus,0,1,0.0
KRÜ Esports,LOUD,Lotus,1,1,100.0
Karmine Corp,Team Liquid,Lotus,1,3,33.33
Karmine Corp,Natus Vincere,Lotus,1,2,50.0
Karmine Corp,Team Heretics,Lotus,1,2,50.0
Karmine Corp,Team Vitality,Lotus,0,1,0.0
Karmine Corp,Paper Rex,Lotus,1,1,100.0
Kiwoom DRX,Nongshim RedForce,Lotus,1,1,100.0
Kiwoom DRX,Paper Rex,Lotus,0,1,0.0
Kiwoom DRX,T1,Lotus,0,1,0.0
Kiwoom DRX,ONSIDE GAMING,Lotus,1,1,100.0
Kiwoom DRX,ZETA DIVISION,Lotus,1,1,100.0
LEVIATÁN,Team Heretics,Lotus,1,2,50.0
LEVIATÁN,MIBR,Lotus,2,2,100.0
LEVIATÁN,NRG,Lotus,0,1,0.0
LOUD,Paper Rex,Lotus,0,1,0.0
LOUD,Sentinels,Lotus,2,3,66.67
LOUD,NRG,Lotus,0,1,0.0
MIBR,NRG,Lotus,0,1,0.0
MIBR,Sentinels,Lotus,0,2,0.0
MIBR,Team Heretics,Lotus,0,1,0.0
NRG,Sentinels,Lotus,2,2,100.0
NRG,Paper Rex,Lotus,1,1,100.0
NRG,Team Vitality,Lotus,1,1,100.0
Natus Vincere,Team Heretics,Lotus,1,1,100.0
Natus Vincere,Team Liquid,Lotus,0,1,0.0
Nongshim RedForce,Team Secret,Lotus,1,1,100.0
Nongshim RedForce,TALON,Lotus,1,3,33.33
Nongshim RedForce,T1,Lotus,0,1,0.0
Nongshim RedForce,ZETA DIVISION,Lotus,1,1,100.0
Nongshim RedForce,Rex Regum Qeon,Lotus,1,1,100.0
Nongshim RedForce,Paper Rex,Lotus,0,1,0.0
Nova Esports,Xi Lai Gaming,Lotus,1,2,50.0
Nova Esports,Trace Esports,Lotus,0,2,0.0
Nova Esports,Wolves Esports,Lotus,1,1,100.0
Paper Rex,Team Heretics,Lotus,1,1,100.0
Paper Rex,T1,Lotus,2,2,100.0
Paper Rex,ZETA DIVISION,Lotus,1,2,50.0
Paper Rex,Rex Regum Qeon,Lotus,0,1,0.0
Paper Rex,Team Liquid,Lotus,1,1,100.0
Paper Rex,Wolves Esports,Lotus,1,1,100.0
Paper Rex,VARREL,Lotus,0,1,0.0
Rex Regum Qeon,TALON,Lotus,1,1,100.0
Rex Regum Qeon,T1,Lotus,2,2,100.0
Rex Regum Qeon,Team Secret,Lotus,0,2,0.0
Sentinels,Xi Lai Gaming,Lotus,1,2,50.0
Sentinels,Wolves Esports,Lotus,1,1,100.0
Sentinels,Team Liquid,Lotus,1,1,100.0
T1,Team Heretics,Lotus,0,1,0.0
T1,TALON,Lotus,0,1,0.0
T1,Team Secret,Lotus,1,1,100.0
T1,Trace Esports,Lotus,1,1,100.0
T1,Team Vitality,Lotus,0,1,0.0
T1,ZETA DIVISION,Lotus,1,1,100.0
TALON,Team Vitality,Lotus,0,1,0.0
TALON,ZETA DIVISION,Lotus,0,1,0.0
TYLOO,Titan Esports Club,Lotus,1,1,100.0
TYLOO,Xi Lai Gaming,Lotus,0,1,0.0
Team Heretics,Wolves Esports,Lotus,0,1,0.0
Team Heretics,Team Liquid,Lotus,0,1,0.0
Team Heretics,Team Vitality,Lotus,1,1,100.0
Team Liquid,Team Vitality,Lotus,0,2,0.0
Team Secret,ZETA DIVISION,Lotus,0,1,0.0
Titan Esports Club,Xi Lai Gaming,Lotus,0,1,0.0
Trace Esports,Xi Lai Gaming,Lotus,1,2,50.0
Trace Esports,Wolves Esports,Lotus,1,1,100.0
Wolves Esports,Xi Lai Gaming,Lotus,1,5,20.0
100 Thieves,FNATIC,Pearl,1,1,100.0
100 Thieves,Sentinels,Pearl,0,2,0.0
100 Thieves,G2 Esports,Pearl,0,2,0.0
100 Thieves,NRG,Pearl,1,3,33.33
100 Thieves,FURIA,Pearl,0,1,0.0
100 Thieves,LEVIATÁN,Pearl,0,1,0.0
100 Thieves,LOUD,Pearl,1,1,100.0
100 Thieves,Cloud9,Pearl,1,1,100.0
2Game Esports,LOUD,Pearl,1,1,100.0
2Game Esports,KRÜ Esports,Pearl,0,1,0.0
2Game Esports,Sentinels,Pearl,0,1,0.0
All Gamers,Trace Esports,Pearl,0,1,0.0
All Gamers,Bilibili Gaming,Pearl,0,2,0.0
All Gamers,JDG Esports,Pearl,0,1,0.0
All Gamers,Wolves Esports,Pearl,0,1,0.0
All Gamers,FunPlus Phoenix,Pearl,0,1,0.0
All Gamers,Gentle Mates,Pearl,0,1,0.0
All Gamers,Paper Rex,Pearl,0,1,0.0
All Gamers,Nova Esports,Pearl,1,1,100.0
All Gamers,Xi Lai Gaming,Pearl,1,1,100.0
Apeks,Gentle Mates,Pearl,0,1,0.0
Apeks,Team Liquid,Pearl,1,1,100.0
BBL Esports,Karmine Corp,Pearl,1,1,100.0
BBL Esports,KOI,Pearl,1,1,100.0
BBL Esports,GIANTX,Pearl,1,1,100.0
BBL Esports,Team Heretics,Pearl,0,1,0.0
BBL Esports,Team Liquid,Pearl,1,1,100.0
BBL Esports,Eternal Fire,Pearl,0,1,0.0
BBL Esports,NRG,Pearl,0,1,0.0
BBL Esports,PCIFIC Esports,Pearl,1,1,100.0
BBL Esports,Gentle Mates,Pearl,1,1,100.0
BOOM Esports,ZETA DIVISION,Pearl,0,1,0.0
BOOM Esports,Paper Rex,Pearl,1,1,100.0
BOOM Esports,T1,Pearl,0,1,0.0
BOOM Esports,Nongshim RedForce,Pearl,0,1,0.0
Bilibili Gaming,Xi Lai Gaming,Pearl,1,3,33.33
Bilibili Gaming,JDG Esports,Pearl,1,1,100.0
Bilibili Gaming,EDward Gaming,Pearl,2,3,66.67
Bilibili Gaming,Wolves Esports,Pearl,1,1,100.0
Bilibili Gaming,TYLOO,Pearl,1,1,100.0
Bilibili Gaming,FunPlus Phoenix,Pearl,2,2,100.0
Cloud9,NRG,Pearl,1,2,50.0
Cloud9,MIBR,Pearl,1,2,50.0
Cloud9,FURIA,Pearl,1,1,100.0
Cloud9,G2 Esports,Pearl,0,1,0.0
Cloud9,Sentinels,Pearl,0,1,0.0
Cloud9,LEVIATÁN,Pearl,1,2,50.0
Cloud9,ENVY,Pearl,1,2,50.0
DRX,T1,Pearl,0,1,0.0
DRX,Nongshim RedForce,Pearl,0,1,0.0
DetonatioN FocusMe,Global Esports,Pearl,1,2,50.0
DetonatioN FocusMe,Paper Rex,Pearl,1,2,50.0
DetonatioN FocusMe,Rex Regum Qeon,Pearl,0,1,0.0
DetonatioN FocusMe,FULL SENSE,Pearl,0,2,0.0
DetonatioN FocusMe,T1,Pearl,0,2,0.0
DetonatioN FocusMe,ZETA DIVISION,Pearl,1,1,100.0
DetonatioN FocusMe,Gen.G,Pearl,1,1,100.0
Dragon Ranger Gaming,EDward Gaming,Pearl,0,3,0.0
Dragon Ranger Gaming,Trace Esports,Pearl,0,1,0.0
Dragon Ranger Gaming,TYLOO,Pearl,2,2,100.0
Dragon Ranger Gaming,Nova Esports,Pearl,1,1,100.0
Dragon Ranger Gaming,FunPlus Phoenix,Pearl,0,1,0.0
Dragon Ranger Gaming,Wolves Esports,Pearl,0,1,0.0
EDward Gaming,Paper Rex,Pearl,0,2,0.0
EDward Gaming,Evil Geniuses,Pearl,0,1,0.0
EDward Gaming,Team Liquid,Pearl,1,1,100.0
EDward Gaming,G2 Esports,Pearl,0,1,0.0
EDward Gaming,T1,Pearl,1,1,100.0
EDward Gaming,Xi Lai Gaming,Pearl,1,2,50.0
EDward Gaming,Gentle Mates,Pearl,0,1,0.0
ENVY,LOUD,Pearl,0,1,0.0
ENVY,KRÜ Esports,Pearl,1,1,100.0
ENVY,Evil Geniuses,Pearl,0,1,0.0
Eternal Fire,Team Heretics,Pearl,1,1,100.0
Eternal Fire,FUT Esports,Pearl,1,1,100.0
Evil Geniuses,FunPlus Phoenix,Pearl,1,1,100.0
Evil Geniuses,FUT Esports,Pearl,1,1,100.0
Evil Geniuses,Paper Rex,Pearl,0,1,0.0
Evil Geniuses,LOUD,Pearl,1,3,33.33
Evil Geniuses,Sentinels,Pearl,0,2,0.0
Evil Geniuses,KRÜ Esports,Pearl,1,1,100.0
Evil Geniuses,G2 Esports,Pearl,0,1,0.0
Evil Geniuses,FURIA,Pearl,0,1,0.0
Evil Geniuses,NRG,Pearl,0,1,0.0
FNATIC,XSET,Pearl,0,1,0.0
FNATIC,Paper Rex,Pearl,0,1,0.0
FNATIC,Natus Vincere,Pearl,1,1,100.0
FULL SENSE,Rex Regum Qeon,Pearl,1,1,100.0
FULL SENSE,T1,Pearl,1,2,50.0
FULL SENSE,Paper Rex,Pearl,0,1,0.0
FULL SENSE,Kiwoom DRX,Pearl,1,1,100.0
FURIA,NRG,Pearl,1,2,50.0
FURIA,LEVIATÁN,Pearl,0,2,0.0
FURIA,KRÜ Esports,Pearl,0,1,0.0
FUT Esports,T1,Pearl,2,2,100.0
FUT Esports,Paper Rex,Pearl,0,1,0.0
FUT Esports,KOI,Pearl,1,1,100.0
FUT Esports,Karmine Corp,Pearl,0,2,0.0
FUT Esports,Team Liquid,Pearl,1,1,100.0
FUT Esports,Gentle Mates,Pearl,0,1,0.0
FUT Esports,Team Vitality,Pearl,0,1,0.0
FunPlus Phoenix,XSET,Pearl,0,2,0.0
FunPlus Phoenix,TYLOO,Pearl,2,3,66.67
FunPlus Phoenix,Titan Esports Club,Pearl,1,1,100.0
FunPlus Phoenix,JDG Esports,Pearl,2,2,100.0
G2 Esports,MIBR,Pearl,0,1,0.0
G2 Esports,Sentinels,Pearl,2,3,66.67
G2 Esports,T1,Pearl,0,1,0.0
G2 Esports,LEVIATÁN,Pearl,3,3,100.0
G2 Esports,LOUD,Pearl,1,1,100.0
G2 Esports,NRG,Pearl,2,2,100.0
GIANTX,Natus Vincere,Pearl,0,1,0.0
GIANTX,Team Vitality,Pearl,0,1,0.0
GIANTX,PCIFIC Esports,Pearl,0,1,0.0
GIANTX,Gentle Mates,Pearl,0,1,0.0
GIANTX,Team Liquid,Pearl,1,1,100.0
Gen.G,Global Esports,Pearl,1,1,100.0
Gen.G,TALON,Pearl,1,1,100.0
Gen.G,T1,Pearl,0,1,0.0
Gen.G,Nongshim RedForce,Pearl,0,1,0.0
Gen.G,Kiwoom DRX,Pearl,0,1,0.0
Gen.G,VARREL,Pearl,0,1,0.0
Gentle Mates,Karmine Corp,Pearl,1,2,50.0
Gentle Mates,Team Heretics,Pearl,0,1,0.0
Gentle Mates,KOI,Pearl,1,1,100.0
Gentle Mates,Natus Vincere,Pearl,1,1,100.0
Gentle Mates,Team Liquid,Pearl,1,1,100.0
Giants Gaming,KRÜ Esports,Pearl,1,1,100.0
Global Esports,Team Secret,Pearl,1,1,100.0
Global Esports,Paper Rex,Pearl,1,2,50.0
Global Esports,Rex Regum Qeon,Pearl,1,1,100.0
JDG Esports,Wolves Esports,Pearl,0,1,0.0
JDG Esports,Xi Lai Gaming,Pearl,1,2,50.0
JDG Esports,TYLOO,Pearl,1,1,100.0
JDG Esports,Trace Esports,Pearl,1,1,100.0
KRÜ Esports,Paper Rex,Pearl,0,1,0.0
Karmine Corp,Team Liquid,Pearl,0,1,0.0
Kiwoom DRX,Team Secret,Pearl,1,1,100.0
Kiwoom DRX,Nongshim RedForce,Pearl,0,1,0.0
LEVIATÁN,MIBR,Pearl,0,1,0.0
LOUD,OpTic Gaming,Pearl,0,1,0.0
LOUD,Natus Vincere,Pearl,0,1,0.0
LOUD,Paper Rex,Pearl,0,1,0.0
LOUD,Sentinels,Pearl,0,1,0.0
MIBR,Sentinels,Pearl,1,1,100.0
NRG,Paper Rex,Pearl,3,3,100.0
Natus Vincere,Team Heretics,Pearl,0,2,0.0
Nongshim RedForce,Rex Regum Qeon,Pearl,2,2,100.0
Nongshim RedForce,Team Secret,Pearl,2,2,100.0
Nongshim RedForce,ZETA DIVISION,Pearl,0,1,0.0
Nongshim RedForce,TALON,Pearl,1,1,100.0
Nova Esports,TYLOO,Pearl,1,1,100.0
Nova Esports,Wolves Esports,Pearl,0,1,0.0
OpTic Gaming,XSET,Pearl,1,1,100.0
Paper Rex,Team Liquid,Pearl,1,1,100.0
Paper Rex,Team Heretics,Pearl,1,1,100.0
Paper Rex,Rex Regum Qeon,Pearl,1,3,33.33
Paper Rex,T1,Pearl,1,1,100.0
Rex Regum Qeon,T1,Pearl,0,3,0.0
Rex Regum Qeon,Team Secret,Pearl,1,1,100.0
T1,VARREL,Pearl,1,1,100.0
TALON,Team Secret,Pearl,0,1,0.0
TYLOO,Titan Esports Club,Pearl,0,1,0.0
Team Heretics,Wolves Esports,Pearl,0,1,0.0
Team Heretics,Team Liquid,Pearl,0,1,0.0
Team Heretics,Team Vitality,Pearl,0,1,0.0
Team Liquid,Team Vitality,Pearl,1,2,50.0
Team Liquid,ULF Esports,Pearl,1,1,100.0
Trace Esports,Wolves Esports,Pearl,0,1,0.0
Trace Esports,Xi Lai Gaming,Pearl,0,1,0.0
Wolves Esports,Xi Lai Gaming,Pearl,0,1,0.0
100 Thieves,Gambit Esports,Split,1,1,100.0
100 Thieves,Sentinels,Split,2,4,50.0
100 Thieves,LOUD,Split,2,2,100.0
100 Thieves,MIBR,Split,0,1,0.0
100 Thieves,G2 Esports,Split,1,2,50.0
100 Thieves,KRÜ Esports,Split,2,2,100.0
100 Thieves,LEVIATÁN,Split,1,1,100.0
100 Thieves,Cloud9,Split,0,2,0.0
100 Thieves,BBL Esports,Split,0,1,0.0
2Game Esports,KRÜ Esports,Split,0,1,0.0
2Game Esports,FURIA,Split,0,1,0.0
2Game Esports,Sentinels,Split,0,1,0.0
Acend,Team Liquid,Split,1,1,100.0
Acend,Gambit Esports,Split,1,1,100.0
Acend,Papara SuperMassive,Split,1,1,100.0
All Gamers,Trace Esports,Split,2,3,66.67
All Gamers,JDG Esports,Split,0,1,0.0
All Gamers,FunPlus Phoenix,Split,0,1,0.0
All Gamers,Xi Lai Gaming,Split,2,3,66.67
All Gamers,TYLOO,Split,1,2,50.0
All Gamers,Dragon Ranger Gaming,Split,1,2,50.0
All Gamers,G2 Esports,Split,0,1,0.0
All Gamers,Gentle Mates,Split,1,1,100.0
All Gamers,Paper Rex,Split,0,1,0.0
All Gamers,Nova Esports,Split,1,1,100.0
All Gamers,Bilibili Gaming,Split,1,1,100.0
All Gamers,Titan Esports Club,Split,1,1,100.0
All Gamers,Global Esports,Split,1,1,100.0
All Gamers,MIBR,Split,0,1,0.0
Apeks,Team Heretics,Split,0,1,0.0
Apeks,Natus Vincere,Split,0,1,0.0
Apeks,FNATIC,Split,0,1,0.0
BBL Esports,FUT Esports,Split,1,2,50.0
BBL Esports,Team Liquid,Split,1,2,50.0
BBL Esports,FNATIC,Split,1,1,100.0
BBL Esports,PCIFIC Esports,Split,1,1,100.0
BBL Esports,Eternal Fire,Split,0,1,0.0
BBL Esports,GIANTX,Split,0,1,0.0
BBL Esports,NRG,Split,0,1,0.0
BBL Esports,Gentle Mates,Split,0,1,0.0
BBL Esports,Team Vitality,Split,1,1,100.0
BOOM Esports,Gen.G,Split,0,1,0.0
Bilibili Gaming,NRG,Split,1,1,100.0
Bilibili Gaming,EDward Gaming,Split,1,2,50.0
Bilibili Gaming,Wolves Esports,Split,0,3,0.0
Bilibili Gaming,Trace Esports,Split,1,2,50.0
Bilibili Gaming,Dragon Ranger Gaming,Split,1,1,100.0
Bilibili Gaming,Xi Lai Gaming,Split,0,2,0.0
Bilibili Gaming,Titan Esports Club,Split,0,1,0.0
Bilibili Gaming,JD Gaming,Split,0,1,0.0
Bilibili Gaming,TYLOO,Split,0,1,0.0
Cloud9,FNATIC,Split,1,1,100.0
Cloud9,FULL SENSE,Split,1,1,100.0
Cloud9,Vision Strikers,Split,0,1,0.0
Cloud9,LEVIATÁN,Split,2,2,100.0
Cloud9,ENVY,Split,2,2,100.0
Cloud9,MIBR,Split,1,1,100.0
Cloud9,LOUD,Split,1,1,100.0
Cloud9,G2 Esports,Split,0,1,0.0
Cloud9,KRÜ Esports,Split,1,1,100.0
Cloud9,Fluxo W7M,Split,1,1,100.0
Crazy Raccoon,Team Secret,Split,0,1,0.0
Crazy Raccoon,Liberty,Split,1,1,100.0
DRX,OpTic Gaming,Split,0,1,0.0
DRX,ZETA DIVISION,Split,0,1,0.0
DRX,LOUD,Split,1,1,100.0
DRX,Natus Vincere,Split,0,1,0.0
DRX,FNATIC,Split,0,1,0.0
